Nome/Dono;	URL;	Linguagem Primaria;	Numero da Issue;	Titulo da Issue;	Data de Criacao da Issue;	Data de Fechamento da Issue;	Data de Criacao do Repositorio;
dotnet/AspNetCore.Docs;	https://github.com/dotnet/AspNetCore.Docs;	C#;	11;	Migrating MVC5 to MVC6: More Features;	2015-04-08T21:51:56Z;	2017-03-21T20:55:10Z;	2014-12-19T17:38:02Z;
dotnet/AspNetCore.Docs;	https://github.com/dotnet/AspNetCore.Docs;	C#;	12;	Migrate MVC5 to MVC6 CoreCLR;	2015-04-08T21:54:03Z;	2017-03-21T20:55:32Z;	2014-12-19T17:38:02Z;
dotnet/AspNetCore.Docs;	https://github.com/dotnet/AspNetCore.Docs;	C#;	13;	Moving to .NET Core;	2015-04-08T21:54:32Z;	2015-05-07T18:17:22Z;	2014-12-19T17:38:02Z;
dotnet/AspNetCore.Docs;	https://github.com/dotnet/AspNetCore.Docs;	C#;	14;	Updating NuGet Packages to support .NET Core;	2015-04-08T21:55:10Z;	2015-04-21T05:24:42Z;	2014-12-19T17:38:02Z;
dotnet/AspNetCore.Docs;	https://github.com/dotnet/AspNetCore.Docs;	C#;	15;	Runtime article covering CLR Choices, Running cross-plat, Dependency Resolution/Loading;	2015-04-08T21:56:00Z;	2015-05-07T18:16:37Z;	2014-12-19T17:38:02Z;
restsharp/RestSharp;	https://github.com/restsharp/RestSharp;	C#;	1;	Add support for downloading gzip'd content;	2009-11-25T07:16:49Z;	2010-02-10T06:46:08Z;	2009-11-16T02:01:45Z;
restsharp/RestSharp;	https://github.com/restsharp/RestSharp;	C#;	2;	Add support for file downloading;	2009-11-25T07:17:13Z;	2010-02-10T01:41:45Z;	2009-11-16T02:01:45Z;
restsharp/RestSharp;	https://github.com/restsharp/RestSharp;	C#;	3;	Add support for file uploading;	2009-11-25T07:17:23Z;	2009-12-31T17:44:37Z;	2009-11-16T02:01:45Z;
restsharp/RestSharp;	https://github.com/restsharp/RestSharp;	C#;	4;	Add support for request bodies (like XML-RPC);	2009-11-25T07:17:49Z;	2009-12-31T17:44:38Z;	2009-11-16T02:01:45Z;
restsharp/RestSharp;	https://github.com/restsharp/RestSharp;	C#;	5;	Add NTLM authenticator;	2009-11-25T07:18:04Z;	2009-12-10T06:41:40Z;	2009-11-16T02:01:45Z;
restsharp/RestSharp;	https://github.com/restsharp/RestSharp;	C#;	6;	Silverlight support;	2009-11-25T17:43:58Z;	2010-07-15T06:22:26Z;	2009-11-16T02:01:45Z;
restsharp/RestSharp;	https://github.com/restsharp/RestSharp;	C#;	7;	Mono support;	2009-11-25T17:44:37Z;	2010-04-10T22:42:36Z;	2009-11-16T02:01:45Z;
restsharp/RestSharp;	https://github.com/restsharp/RestSharp;	C#;	8;	Add async requests;	2009-11-27T05:13:49Z;	2010-04-14T22:16:33Z;	2009-11-16T02:01:45Z;
restsharp/RestSharp;	https://github.com/restsharp/RestSharp;	C#;	9;	Add Proxy Support;	2009-12-08T22:42:07Z;	2009-12-10T06:20:45Z;	2009-11-16T02:01:45Z;
restsharp/RestSharp;	https://github.com/restsharp/RestSharp;	C#;	10;	Replace NetworkCredential with homebrew solution;	2009-12-09T02:27:17Z;	2010-02-10T02:14:26Z;	2009-11-16T02:01:45Z;
AutoMapper/AutoMapper;	https://github.com/AutoMapper/AutoMapper;	C#;	1;	Currency symbol in unit tests;	2010-05-09T13:12:26Z;	2010-06-07T13:15:09Z;	2010-02-06T15:17:58Z;
AutoMapper/AutoMapper;	https://github.com/AutoMapper/AutoMapper;	C#;	2;	Finding the source code: A Treasure Hunt ;	2010-06-15T19:32:01Z;	2011-04-29T15:41:50Z;	2010-02-06T15:17:58Z;
AutoMapper/AutoMapper;	https://github.com/AutoMapper/AutoMapper;	C#;	3;	opt.Condition not working when the getter source property throws an exception;	2010-06-18T19:04:38Z;	2011-08-16T01:13:29Z;	2010-02-06T15:17:58Z;
AutoMapper/AutoMapper;	https://github.com/AutoMapper/AutoMapper;	C#;	4;	NHibernate generate LazyInitializationException when I map a Domain to DTO object;	2010-06-25T20:58:25Z;	2011-04-29T15:55:31Z;	2010-02-06T15:17:58Z;
AutoMapper/AutoMapper;	https://github.com/AutoMapper/AutoMapper;	C#;	5;	Mapper.Map<IEnumerable<string>, List<int>>(values) executed IEnumerable<T> twice;	2010-08-06T13:56:19Z;	2011-04-29T15:56:10Z;	2010-02-06T15:17:58Z;
AutoMapper/AutoMapper;	https://github.com/AutoMapper/AutoMapper;	C#;	6;	Fail to map System.Nullable<enumType> (Specified cast is not valid in generated (emit) code);	2010-08-24T13:47:19Z;	2011-05-06T19:14:23Z;	2010-02-06T15:17:58Z;
AutoMapper/AutoMapper;	https://github.com/AutoMapper/AutoMapper;	C#;	7;	Unable to build using go.bat or go-full.bat;	2010-09-03T01:08:40Z;	2010-09-07T03:10:15Z;	2010-02-06T15:17:58Z;
AutoMapper/AutoMapper;	https://github.com/AutoMapper/AutoMapper;	C#;	8;	Inheritance security rules violated while overriding member;	2010-09-03T14:18:19Z;	2011-11-07T19:43:29Z;	2010-02-06T15:17:58Z;
AutoMapper/AutoMapper;	https://github.com/AutoMapper/AutoMapper;	C#;	9;	License missing;	2010-10-12T20:33:52Z;	2011-08-16T01:33:45Z;	2010-02-06T15:17:58Z;
AutoMapper/AutoMapper;	https://github.com/AutoMapper/AutoMapper;	C#;	18;	Compiler error when calling Castle.DynamicProxy.Generators.AttributesToAvoidReplicating.Add;	2011-03-10T22:47:29Z;	2011-03-14T01:49:03Z;	2010-02-06T15:17:58Z;
NancyFx/Nancy;	https://github.com/NancyFx/Nancy;	C#;	41;	bug in views template location detection on linux box;	2011-01-23T12:26:22Z;	2011-02-18T22:58:38Z;	2010-06-24T19:35:22Z;
NancyFx/Nancy;	https://github.com/NancyFx/Nancy;	C#;	58;	HEAD requests are no longer working;	2011-02-05T14:21:16Z;	2011-02-20T22:16:00Z;	2010-06-24T19:35:22Z;
NancyFx/Nancy;	https://github.com/NancyFx/Nancy;	C#;	59;	Should support picking up _method from form data;	2011-02-05T15:08:23Z;	2011-02-20T22:16:47Z;	2010-06-24T19:35:22Z;
NancyFx/Nancy;	https://github.com/NancyFx/Nancy;	C#;	63;	StaticFileResponse should have caching built-in;	2011-02-09T17:21:32Z;	2011-03-03T20:44:35Z;	2010-06-24T19:35:22Z;
NancyFx/Nancy;	https://github.com/NancyFx/Nancy;	C#;	69;	Self and WCF hosting does not handle query string;	2011-02-18T02:38:58Z;	2011-02-18T06:56:58Z;	2010-06-24T19:35:22Z;
NancyFx/Nancy;	https://github.com/NancyFx/Nancy;	C#;	75;	Route conditions must be static;	2011-02-21T19:55:53Z;	2011-03-05T02:48:25Z;	2010-06-24T19:35:22Z;
NancyFx/Nancy;	https://github.com/NancyFx/Nancy;	C#;	77;	Default solution config doesn't build;	2011-02-23T20:12:57Z;	2011-03-03T20:38:38Z;	2010-06-24T19:35:22Z;
NancyFx/Nancy;	https://github.com/NancyFx/Nancy;	C#;	91;	JsonResponse is limited to the max size of the StringBuilder;	2011-03-03T19:15:27Z;	2011-03-14T15:50:25Z;	2010-06-24T19:35:22Z;
NancyFx/Nancy;	https://github.com/NancyFx/Nancy;	C#;	95;	TinyIOC generates an exception (probably while booting the app);	2011-03-07T16:12:02Z;	2011-03-07T18:09:55Z;	2010-06-24T19:35:22Z;
NancyFx/Nancy;	https://github.com/NancyFx/Nancy;	C#;	102;	Nancy's Request object should expose all URI parts, and 'Uri' should be renamed to 'Path';	2011-03-17T11:46:42Z;	2011-07-24T14:21:28Z;	2010-06-24T19:35:22Z;
cefsharp/CefSharp;	https://github.com/cefsharp/CefSharp;	C#;	1;	Assembly 'CefSharp' does not have a strong name;	2010-12-08T09:57:10Z;	2010-12-13T11:58:45Z;	2010-12-03T15:23:23Z;
cefsharp/CefSharp;	https://github.com/cefsharp/CefSharp;	C#;	2;	CEF.Shutdown gives unexpected result: debug assertion or infinite lock!;	2010-12-08T16:32:37Z;	2013-03-07T01:18:33Z;	2010-12-03T15:23:23Z;
cefsharp/CefSharp;	https://github.com/cefsharp/CefSharp;	C#;	3;	Compilation troubles with cef_binary_r149_VS2005-VS2008 in Debug/Release;	2010-12-08T20:37:34Z;	2010-12-09T09:26:30Z;	2010-12-03T15:23:23Z;
cefsharp/CefSharp;	https://github.com/cefsharp/CefSharp;	C#;	4;	Usability of BrowserControl: Naming conventions;	2010-12-08T23:08:50Z;	2010-12-21T00:51:27Z;	2010-12-03T15:23:23Z;
cefsharp/CefSharp;	https://github.com/cefsharp/CefSharp;	C#;	5;	Be friendly in runtime - NullReferenceException;	2010-12-08T23:11:35Z;	2010-12-09T22:06:41Z;	2010-12-03T15:23:23Z;
cefsharp/CefSharp;	https://github.com/cefsharp/CefSharp;	C#;	6;	Be friendly in runtime - creation of control without CEF.Initialize;	2010-12-08T23:13:38Z;	2010-12-13T11:56:56Z;	2010-12-03T15:23:23Z;
cefsharp/CefSharp;	https://github.com/cefsharp/CefSharp;	C#;	7;	Be friendly in runtime - UserControl vs Control;	2010-12-08T23:14:25Z;	2010-12-09T22:04:21Z;	2010-12-03T15:23:23Z;
cefsharp/CefSharp;	https://github.com/cefsharp/CefSharp;	C#;	8;	Be friendly in runtime. - event invocation;	2010-12-08T23:16:46Z;	2013-03-07T01:18:54Z;	2010-12-03T15:23:23Z;
cefsharp/CefSharp;	https://github.com/cefsharp/CefSharp;	C#;	9;	Ready event needed;	2010-12-08T23:18:51Z;	2010-12-20T16:46:07Z;	2010-12-03T15:23:23Z;
cefsharp/CefSharp;	https://github.com/cefsharp/CefSharp;	C#;	10;	Mysterious of CEF.Initialize;	2010-12-08T23:20:32Z;	2010-12-20T16:54:07Z;	2010-12-03T15:23:23Z;
dotnet/machinelearning;	https://github.com/dotnet/machinelearning;	C#;	3;	Need to get access to external data sets ;	2018-05-04T18:25:26Z;	2018-05-30T13:53:21Z;	2018-05-03T16:20:42Z;
dotnet/machinelearning;	https://github.com/dotnet/machinelearning;	C#;	4;	Move Samples/UCI and ZBaseline Folders to Test/Data Folder;	2018-05-04T19:08:24Z;	2018-05-29T23:50:43Z;	2018-05-03T16:20:42Z;
dotnet/machinelearning;	https://github.com/dotnet/machinelearning;	C#;	5;	Enabling different settings for the TextLoader on train and test data might lead to incorrect metrics with no error;	2018-05-04T19:51:58Z;	2018-10-15T22:42:44Z;	2018-05-03T16:20:42Z;
dotnet/machinelearning;	https://github.com/dotnet/machinelearning;	C#;	6;	Enable cross-validation for LearningPipeline;	2018-05-04T19:57:08Z;	2018-05-28T15:43:14Z;	2018-05-03T16:20:42Z;
dotnet/machinelearning;	https://github.com/dotnet/machinelearning;	C#;	7;	Simplify Pipeline Initalization with Append() that returns the pipeline;	2018-05-04T20:13:41Z;	2018-06-26T17:56:20Z;	2018-05-03T16:20:42Z;
dotnet/machinelearning;	https://github.com/dotnet/machinelearning;	C#;	8;	Enable/increase verbosity for LearningPipeline and its components (like TextFeaturizer);	2018-05-04T20:15:12Z;	2018-09-17T22:45:35Z;	2018-05-03T16:20:42Z;
dotnet/machinelearning;	https://github.com/dotnet/machinelearning;	C#;	9;	Add/expose random seed in LearningPipeline to get deterministic results;	2018-05-04T20:16:44Z;	2018-06-28T21:18:38Z;	2018-05-03T16:20:42Z;
dotnet/machinelearning;	https://github.com/dotnet/machinelearning;	C#;	10;	Enabling LearningPipeline to use IEnumerable input data;	2018-05-04T20:30:22Z;	2018-05-17T16:18:13Z;	2018-05-03T16:20:42Z;
dotnet/machinelearning;	https://github.com/dotnet/machinelearning;	C#;	11;	Publish daily official builds to myget;	2018-05-04T21:58:18Z;	2018-05-15T16:04:40Z;	2018-05-03T16:20:42Z;
dotnet/machinelearning;	https://github.com/dotnet/machinelearning;	C#;	14;	Figure out a long term name for CpuMathNative;	2018-05-04T23:05:59Z;	2018-10-15T22:28:57Z;	2018-05-03T16:20:42Z;
MahApps/MahApps.Metro;	https://github.com/MahApps/MahApps.Metro;	C#;	1;	WPF Toolkit Stylings;	2011-10-20T23:12:01Z;	2012-05-03T03:21:47Z;	2011-10-16T04:16:10Z;
MahApps/MahApps.Metro;	https://github.com/MahApps/MahApps.Metro;	C#;	2;	Extended WPF Toolkit Styling;	2011-10-20T23:12:53Z;	2012-05-03T03:21:47Z;	2011-10-16T04:16:10Z;
MahApps/MahApps.Metro;	https://github.com/MahApps/MahApps.Metro;	C#;	3;	WindowCommands Control missing from NuGet Package;	2011-12-21T20:27:25Z;	2011-12-21T20:30:12Z;	2011-10-16T04:16:10Z;
MahApps/MahApps.Metro;	https://github.com/MahApps/MahApps.Metro;	C#;	5;	Please strong sign the MahApps.Metro assembly;	2012-01-05T08:41:54Z;	2012-01-06T00:13:28Z;	2011-10-16T04:16:10Z;
MahApps/MahApps.Metro;	https://github.com/MahApps/MahApps.Metro;	C#;	7;	Panaroma Issue;	2012-01-08T05:54:55Z;	2012-06-02T10:57:28Z;	2011-10-16T04:16:10Z;
MahApps/MahApps.Metro;	https://github.com/MahApps/MahApps.Metro;	C#;	8;	Title Bar links;	2012-01-08T05:56:08Z;	2012-03-12T01:50:18Z;	2011-10-16T04:16:10Z;
MahApps/MahApps.Metro;	https://github.com/MahApps/MahApps.Metro;	C#;	10;	Title bar buttons have wrong icon/text;	2012-01-24T13:02:50Z;	2012-03-03T02:57:09Z;	2011-10-16T04:16:10Z;
MahApps/MahApps.Metro;	https://github.com/MahApps/MahApps.Metro;	C#;	11;	Maximize/Normal states when drag to/from the top in Win7;	2012-01-28T10:46:41Z;	2012-01-29T00:40:06Z;	2011-10-16T04:16:10Z;
MahApps/MahApps.Metro;	https://github.com/MahApps/MahApps.Metro;	C#;	16;	MetroWindow does not respect ResizeMode='NoResize';	2012-02-01T23:14:00Z;	2012-02-27T07:54:22Z;	2011-10-16T04:16:10Z;
MahApps/MahApps.Metro;	https://github.com/MahApps/MahApps.Metro;	C#;	18;	Can't set the 'IsEnabled' property of the slider control to false;	2012-02-03T12:09:02Z;	2012-02-28T22:41:18Z;	2011-10-16T04:16:10Z;
MonoGame/MonoGame;	https://github.com/MonoGame/MonoGame;	C#;	117;	Android - Sounds play in background;	2011-11-23T14:46:34Z;	2011-11-26T20:21:59Z;	2011-04-07T00:23:40Z;
MonoGame/MonoGame;	https://github.com/MonoGame/MonoGame;	C#;	118;	Android - Rendering/Viewport issues;	2011-11-23T14:47:51Z;	2012-03-15T13:12:43Z;	2011-04-07T00:23:40Z;
MonoGame/MonoGame;	https://github.com/MonoGame/MonoGame;	C#;	119;	Android - Rotating device with only portatit mode crash;	2011-11-23T14:51:03Z;	2011-11-26T20:23:13Z;	2011-04-07T00:23:40Z;
MonoGame/MonoGame;	https://github.com/MonoGame/MonoGame;	C#;	120;	iOS - Song .stop() does not function as expected;	2011-11-23T14:53:04Z;	2012-03-20T20:54:14Z;	2011-04-07T00:23:40Z;
MonoGame/MonoGame;	https://github.com/MonoGame/MonoGame;	C#;	165;	resource problems after OnResume ;	2011-12-07T10:36:20Z;	2012-01-20T14:12:51Z;	2011-04-07T00:23:40Z;
MonoGame/MonoGame;	https://github.com/MonoGame/MonoGame;	C#;	167;	LZxDecoder error under android;	2011-12-10T22:52:10Z;	2012-01-15T20:46:23Z;	2011-04-07T00:23:40Z;
MonoGame/MonoGame;	https://github.com/MonoGame/MonoGame;	C#;	170;	Memory Leak on Android when Orientation Changes;	2011-12-14T19:32:17Z;	2012-01-30T10:03:34Z;	2011-04-07T00:23:40Z;
MonoGame/MonoGame;	https://github.com/MonoGame/MonoGame;	C#;	181;	Compatibility with KryptonXNA;	2012-01-01T22:02:37Z;	2014-04-23T15:45:13Z;	2011-04-07T00:23:40Z;
MonoGame/MonoGame;	https://github.com/MonoGame/MonoGame;	C#;	186;	iOS Guide.BeginShowKeyboardInput;	2012-01-04T17:54:56Z;	2012-03-11T18:47:12Z;	2011-04-07T00:23:40Z;
MonoGame/MonoGame;	https://github.com/MonoGame/MonoGame;	C#;	187;	Problem when using DrawableGameComponent;	2012-01-06T12:06:42Z;	2012-01-14T14:22:57Z;	2011-04-07T00:23:40Z;
felixse/FluentTerminal;	https://github.com/felixse/FluentTerminal;	C#;	2;	Contextual Menu 'Open FluentTerminal in this folder';	2018-01-29T21:57:33Z;	2018-02-05T22:25:27Z;	2018-01-21T09:45:11Z;
felixse/FluentTerminal;	https://github.com/felixse/FluentTerminal;	C#;	3;	Choose between CMD, Powershell and WSL at the startup;	2018-01-29T22:09:49Z;	2018-02-03T20:33:25Z;	2018-01-21T09:45:11Z;
felixse/FluentTerminal;	https://github.com/felixse/FluentTerminal;	C#;	4;	Use xterm.js as Git Submodule;	2018-02-02T18:38:32Z;	2018-02-02T19:28:56Z;	2018-01-21T09:45:11Z;
felixse/FluentTerminal;	https://github.com/felixse/FluentTerminal;	C#;	5;	Picker with previous chosen folders;	2018-02-04T10:33:23Z;	2018-02-05T22:26:03Z;	2018-01-21T09:45:11Z;
felixse/FluentTerminal;	https://github.com/felixse/FluentTerminal;	C#;	6;	Admin rights;	2018-02-04T11:17:30Z;	None;	2018-01-21T09:45:11Z;
felixse/FluentTerminal;	https://github.com/felixse/FluentTerminal;	C#;	7;	The File Explorer Integration doesn't work;	2018-02-08T15:20:53Z;	2018-02-16T20:35:49Z;	2018-01-21T09:45:11Z;
felixse/FluentTerminal;	https://github.com/felixse/FluentTerminal;	C#;	8;	Error: CreateProcess failed;	2018-02-14T13:43:52Z;	2018-02-14T14:56:21Z;	2018-01-21T09:45:11Z;
felixse/FluentTerminal;	https://github.com/felixse/FluentTerminal;	C#;	9;	xterm-256/24-bit colors are not supported;	2018-02-16T19:43:05Z;	2019-03-28T06:07:05Z;	2018-01-21T09:45:11Z;
felixse/FluentTerminal;	https://github.com/felixse/FluentTerminal;	C#;	10;	Use the new MSIX installation format;	2018-03-18T15:44:18Z;	None;	2018-01-21T09:45:11Z;
felixse/FluentTerminal;	https://github.com/felixse/FluentTerminal;	C#;	11;	Certificate error during installation;	2018-04-17T12:34:09Z;	2018-04-17T13:23:09Z;	2018-01-21T09:45:11Z;
chocolatey/choco;	https://github.com/chocolatey/choco;	C#;	1;	Support pinning;	2015-01-05T18:30:15Z;	2015-01-22T04:52:31Z;	2014-12-30T22:12:11Z;
chocolatey/choco;	https://github.com/chocolatey/choco;	C#;	2;	Support switching shims between multiple installed versions;	2015-01-05T18:40:03Z;	None;	2014-12-30T22:12:11Z;
chocolatey/choco;	https://github.com/chocolatey/choco;	C#;	3;	Support regenerating shims;	2015-01-05T18:40:52Z;	None;	2014-12-30T22:12:11Z;
chocolatey/choco;	https://github.com/chocolatey/choco;	C#;	4;	Support not adding desktop icons;	2015-01-06T19:02:50Z;	None;	2014-12-30T22:12:11Z;
chocolatey/choco;	https://github.com/chocolatey/choco;	C#;	5;	Support no path changes;	2015-01-06T19:03:07Z;	None;	2014-12-30T22:12:11Z;
chocolatey/choco;	https://github.com/chocolatey/choco;	C#;	6;	When package is forced x86, make that part of the package path (and search as well);	2015-01-07T13:58:19Z;	None;	2014-12-30T22:12:11Z;
chocolatey/choco;	https://github.com/chocolatey/choco;	C#;	7;	Chocolatey Install script updates;	2015-01-07T17:37:36Z;	2015-01-15T08:27:08Z;	2014-12-30T22:12:11Z;
chocolatey/choco;	https://github.com/chocolatey/choco;	C#;	8;	Use Internal PowerShell Host;	2015-01-11T20:28:49Z;	2016-01-01T17:04:06Z;	2014-12-30T22:12:11Z;
chocolatey/choco;	https://github.com/chocolatey/choco;	C#;	9;	Auto Uninstaller should run every time ;	2015-01-11T23:05:47Z;	2015-01-21T13:18:03Z;	2014-12-30T22:12:11Z;
chocolatey/choco;	https://github.com/chocolatey/choco;	C#;	10;	Make packages.config work again;	2015-01-11T23:06:40Z;	2015-02-04T09:34:20Z;	2014-12-30T22:12:11Z;
dotnet/orleans;	https://github.com/dotnet/orleans;	C#;	8;	Code generation does not correctly escape language keywords used as identifiers;	2015-01-24T05:53:07Z;	2015-02-01T00:17:51Z;	2014-12-19T14:32:50Z;
dotnet/orleans;	https://github.com/dotnet/orleans;	C#;	12;	Reminder service fails to start with SQL server system store;	2015-01-24T18:38:05Z;	2015-02-01T19:13:38Z;	2014-12-19T14:32:50Z;
dotnet/orleans;	https://github.com/dotnet/orleans;	C#;	16;	Consider renaming NuGet packages;	2015-01-25T09:16:28Z;	2015-01-27T00:20:20Z;	2014-12-19T14:32:50Z;
dotnet/orleans;	https://github.com/dotnet/orleans;	C#;	19;	Application Bootstrap within a Silo;	2015-01-25T14:57:44Z;	2015-03-12T05:34:52Z;	2014-12-19T14:32:50Z;
dotnet/orleans;	https://github.com/dotnet/orleans;	C#;	25;	Consider renaming dlls \ exes \ namespaces;	2015-01-26T14:36:48Z;	2015-10-23T14:44:01Z;	2014-12-19T14:32:50Z;
dotnet/orleans;	https://github.com/dotnet/orleans;	C#;	26;	Some file names on disk don't match class names;	2015-01-26T15:14:08Z;	2015-01-27T00:12:10Z;	2014-12-19T14:32:50Z;
dotnet/orleans;	https://github.com/dotnet/orleans;	C#;	29;	Ideas for contributions;	2015-01-26T23:25:38Z;	2017-01-07T01:35:05Z;	2014-12-19T14:32:50Z;
dotnet/orleans;	https://github.com/dotnet/orleans;	C#;	30;	Migrate code samples from CodePlex;	2015-01-27T10:17:36Z;	2015-03-26T21:28:50Z;	2014-12-19T14:32:50Z;
dotnet/orleans;	https://github.com/dotnet/orleans;	C#;	34;	Adjustments to RowKey on OrleansSiloStatistics;	2015-01-28T11:05:29Z;	2015-02-10T22:08:34Z;	2014-12-19T14:32:50Z;
dotnet/orleans;	https://github.com/dotnet/orleans;	C#;	35;	Mailing list as a replacement for CodePlex forums;	2015-01-28T12:39:25Z;	2017-01-07T01:36:49Z;	2014-12-19T14:32:50Z;
jellyfin/jellyfin;	https://github.com/jellyfin/jellyfin;	C#;	1;	Rename project and elements;	2018-12-09T07:12:28Z;	2018-12-11T04:48:31Z;	2018-12-09T06:36:45Z;
jellyfin/jellyfin;	https://github.com/jellyfin/jellyfin;	C#;	2;	Create builds for multiple environments;	2018-12-09T07:13:22Z;	2019-01-12T20:38:39Z;	2018-12-09T06:36:45Z;
jellyfin/jellyfin;	https://github.com/jellyfin/jellyfin;	C#;	3;	Create mailing list?;	2018-12-09T07:44:50Z;	2018-12-11T04:58:08Z;	2018-12-09T06:36:45Z;
jellyfin/jellyfin;	https://github.com/jellyfin/jellyfin;	C#;	4;	Get rid of binary blobs;	2018-12-09T12:56:17Z;	2018-12-14T23:14:20Z;	2018-12-09T06:36:45Z;
jellyfin/jellyfin;	https://github.com/jellyfin/jellyfin;	C#;	5;	Add to Kickball/awesome-selfhosted list;	2018-12-09T18:21:13Z;	2019-01-02T22:11:15Z;	2018-12-09T06:36:45Z;
jellyfin/jellyfin;	https://github.com/jellyfin/jellyfin;	C#;	7;	Remove communication with Emby resources;	2018-12-09T20:01:16Z;	2019-01-09T15:45:42Z;	2018-12-09T06:36:45Z;
jellyfin/jellyfin;	https://github.com/jellyfin/jellyfin;	C#;	8;	Build results in ImageMagick errors;	2018-12-09T20:36:29Z;	2018-12-17T04:35:08Z;	2018-12-09T06:36:45Z;
jellyfin/jellyfin;	https://github.com/jellyfin/jellyfin;	C#;	13;	Bring in submodules;	2018-12-10T03:38:17Z;	2018-12-10T04:09:47Z;	2018-12-09T06:36:45Z;
jellyfin/jellyfin;	https://github.com/jellyfin/jellyfin;	C#;	17;	Add Dockerfile to build Debian package;	2018-12-10T16:09:53Z;	2018-12-12T17:14:32Z;	2018-12-09T06:36:45Z;
jellyfin/jellyfin;	https://github.com/jellyfin/jellyfin;	C#;	18;	Move submodules into repo;	2018-12-10T16:11:05Z;	2018-12-11T01:05:51Z;	2018-12-09T06:36:45Z;
IdentityServer/IdentityServer4;	https://github.com/IdentityServer/IdentityServer4;	C#;	3;	Check for our required services in UseIdentityServer;	2015-12-19T22:27:13Z;	2016-10-04T15:22:34Z;	2015-11-22T08:21:58Z;
IdentityServer/IdentityServer4;	https://github.com/IdentityServer/IdentityServer4;	C#;	4;	Consider more strict check for StartsWithSegments;	2015-12-20T13:40:08Z;	2016-01-16T15:32:39Z;	2015-11-22T08:21:58Z;
IdentityServer/IdentityServer4;	https://github.com/IdentityServer/IdentityServer4;	C#;	7;	Project status;	2016-01-14T13:22:14Z;	2016-01-25T06:58:35Z;	2015-11-22T08:21:58Z;
IdentityServer/IdentityServer4;	https://github.com/IdentityServer/IdentityServer4;	C#;	8;	Update System.IdentityModel.Tokens.Jwt to 5.0.0-rc1-211161024;	2016-01-14T20:06:31Z;	2016-01-25T07:04:02Z;	2015-11-22T08:21:58Z;
IdentityServer/IdentityServer4;	https://github.com/IdentityServer/IdentityServer4;	C#;	9;	LoginService dependency;	2016-01-15T14:07:33Z;	2016-01-16T15:33:10Z;	2015-11-22T08:21:58Z;
IdentityServer/IdentityServer4;	https://github.com/IdentityServer/IdentityServer4;	C#;	10;	Logout issue;	2016-01-18T02:45:55Z;	2016-01-25T06:58:49Z;	2015-11-22T08:21:58Z;
IdentityServer/IdentityServer4;	https://github.com/IdentityServer/IdentityServer4;	C#;	12;	Checksession resource not available in IdentityServer4.Sample IdSvrHost;	2016-01-19T04:13:56Z;	2016-01-25T06:59:09Z;	2015-11-22T08:21:58Z;
IdentityServer/IdentityServer4;	https://github.com/IdentityServer/IdentityServer4;	C#;	13;	How can i extend login with additional informations?;	2016-01-20T20:31:29Z;	2016-01-22T13:58:11Z;	2015-11-22T08:21:58Z;
IdentityServer/IdentityServer4;	https://github.com/IdentityServer/IdentityServer4;	C#;	14;	The dependency fx/System.XML could not be resolved.;	2016-01-21T15:39:41Z;	2016-01-25T06:58:56Z;	2015-11-22T08:21:58Z;
IdentityServer/IdentityServer4;	https://github.com/IdentityServer/IdentityServer4;	C#;	15;	ArgumentException: Invalid cookie value when login with more than one client;	2016-01-22T12:46:14Z;	2016-02-22T14:04:40Z;	2015-11-22T08:21:58Z;
JeffreySu/WeiXinMPSDK;	https://github.com/JeffreySu/WeiXinMPSDK;	C#;	1;	东西不错，不过不想个驱动程序;	2013-02-28T12:47:57Z;	2013-03-10T04:59:41Z;	2013-01-11T13:52:44Z;
JeffreySu/WeiXinMPSDK;	https://github.com/JeffreySu/WeiXinMPSDK;	C#;	2;	关于乱码问题;	2013-03-04T14:20:04Z;	2013-03-10T04:59:42Z;	2013-01-11T13:52:44Z;
JeffreySu/WeiXinMPSDK;	https://github.com/JeffreySu/WeiXinMPSDK;	C#;	3;	想做一个查找附近娱乐场所的功能;	2013-03-18T08:43:19Z;	2013-03-31T08:57:05Z;	2013-01-11T13:52:44Z;
JeffreySu/WeiXinMPSDK;	https://github.com/JeffreySu/WeiXinMPSDK;	C#;	4;	微信已经提供自定义菜单的测试，如果对相关功能有任何建议，欢迎在这里提交！;	2013-03-19T06:18:18Z;	2013-05-20T12:10:29Z;	2013-01-11T13:52:44Z;
JeffreySu/WeiXinMPSDK;	https://github.com/JeffreySu/WeiXinMPSDK;	C#;	6;	关于NewMessage,非常急！！;	2013-04-03T04:01:08Z;	2013-04-03T06:39:58Z;	2013-01-11T13:52:44Z;
JeffreySu/WeiXinMPSDK;	https://github.com/JeffreySu/WeiXinMPSDK;	C#;	7;	修改RequestMessage及ResponseMessage，强制返回对应类型的MsgType（只读）;	2013-04-08T06:53:11Z;	2013-04-08T13:12:32Z;	2013-01-11T13:52:44Z;
JeffreySu/WeiXinMPSDK;	https://github.com/JeffreySu/WeiXinMPSDK;	C#;	8;	优化Request和Response消息的Factory方法，减少反射使用，提高执行效率;	2013-04-08T06:56:22Z;	2013-05-08T06:11:05Z;	2013-01-11T13:52:44Z;
