Nome/Dono;	URL;	Linguagem Primaria;	Numero da Issue;	Titulo da Issue;	Data de Criacao da Issue;	Data de Fechamento da Issue;	Data de Criacao do Repositorio;
ThreeMammals/Ocelot;	https://github.com/ThreeMammals/Ocelot;	C#;	3;	Able to use IdentityServer reference tokens and strip claims then forward to internal services;	2016-06-30T07:48:02Z;	2016-10-12T18:40:20Z;	2016-06-29T20:35:24Z;
ThreeMammals/Ocelot;	https://github.com/ThreeMammals/Ocelot;	C#;	4;	Able to configure external routes and map to internal routes;	2016-06-30T07:48:29Z;	2016-10-12T18:40:20Z;	2016-06-29T20:35:24Z;
ThreeMammals/Ocelot;	https://github.com/ThreeMammals/Ocelot;	C#;	6;	Able to parse OWIN bearer tokens and strip claims;	2016-07-03T19:41:06Z;	2016-10-12T18:40:20Z;	2016-06-29T20:35:24Z;
ThreeMammals/Ocelot;	https://github.com/ThreeMammals/Ocelot;	C#;	7;	Rate Limiting;	2016-07-03T19:41:21Z;	2016-10-12T18:40:20Z;	2016-06-29T20:35:24Z;
ThreeMammals/Ocelot;	https://github.com/ThreeMammals/Ocelot;	C#;	8;	Response time logging;	2016-07-03T19:41:28Z;	2016-10-12T18:40:20Z;	2016-06-29T20:35:24Z;
ThreeMammals/Ocelot;	https://github.com/ThreeMammals/Ocelot;	C#;	9;	Logging;	2016-07-03T19:41:34Z;	2016-10-12T18:40:20Z;	2016-06-29T20:35:24Z;
ThreeMammals/Ocelot;	https://github.com/ThreeMammals/Ocelot;	C#;	10;	Monitoring;	2016-07-03T19:41:43Z;	2016-10-12T18:40:20Z;	2016-06-29T20:35:24Z;
ThreeMammals/Ocelot;	https://github.com/ThreeMammals/Ocelot;	C#;	13;	AppVeyor CI;	2016-10-12T18:41:00Z;	2016-10-12T18:41:51Z;	2016-06-29T20:35:24Z;
dvf/blockchain;	https://github.com/dvf/blockchain;	C#;	4;	Write Tests;	2017-10-02T06:45:09Z;	2017-11-12T21:57:32Z;	2017-09-24T19:36:36Z;
dvf/blockchain;	https://github.com/dvf/blockchain;	C#;	5;	Port to other languages;	2017-10-02T06:46:03Z;	2018-01-24T05:05:57Z;	2017-09-24T19:36:36Z;
dvf/blockchain;	https://github.com/dvf/blockchain;	C#;	10;	Proofs Don't Depend on the Hash?;	2017-10-07T22:10:07Z;	2018-01-24T05:04:48Z;	2017-09-24T19:36:36Z;
dvf/blockchain;	https://github.com/dvf/blockchain;	C#;	13;	how to run it on windows;	2017-10-10T07:02:15Z;	2017-10-12T03:58:29Z;	2017-09-24T19:36:36Z;
dvf/blockchain;	https://github.com/dvf/blockchain;	C#;	14;	improve documentation;	2017-10-12T13:00:56Z;	2017-10-18T14:52:24Z;	2017-09-24T19:36:36Z;
dvf/blockchain;	https://github.com/dvf/blockchain;	C#;	15;	Trouble with pipenv on MacOS;	2017-10-14T15:02:21Z;	2017-10-14T18:00:20Z;	2017-09-24T19:36:36Z;
dvf/blockchain;	https://github.com/dvf/blockchain;	C#;	21;	Include tests consisting of unittest, Pytest and Flake8;	2017-10-18T17:21:58Z;	2018-01-23T23:53:31Z;	2017-09-24T19:36:36Z;
dvf/blockchain;	https://github.com/dvf/blockchain;	C#;	22;	Add Continuous integrations like TravisCI, HoundCI and Codecov. ;	2017-10-18T17:26:01Z;	2017-11-12T21:40:08Z;	2017-09-24T19:36:36Z;
dvf/blockchain;	https://github.com/dvf/blockchain;	C#;	23;	should  resolve_conflict reset current_transactions after replaced the chain?;	2017-10-19T07:46:25Z;	2017-10-25T02:43:50Z;	2017-09-24T19:36:36Z;
dvf/blockchain;	https://github.com/dvf/blockchain;	C#;	25;	an error in typing hint;	2017-10-24T02:45:23Z;	2017-11-01T15:32:44Z;	2017-09-24T19:36:36Z;
mbdavid/LiteDB;	https://github.com/mbdavid/LiteDB;	C#;	1;	Recursive error, maybe problem is in maxDeep of serialize list;	2015-01-26T17:35:16Z;	2015-01-26T21:46:09Z;	2014-08-25T13:49:30Z;
mbdavid/LiteDB;	https://github.com/mbdavid/LiteDB;	C#;	2;	serialization fails on nested types;	2015-01-27T09:03:56Z;	2015-02-05T10:58:58Z;	2014-08-25T13:49:30Z;
mbdavid/LiteDB;	https://github.com/mbdavid/LiteDB;	C#;	5;	能考虑支持mono和xamarin平台吗？;	2015-02-03T03:56:19Z;	2015-02-05T10:58:41Z;	2014-08-25T13:49:30Z;
mbdavid/LiteDB;	https://github.com/mbdavid/LiteDB;	C#;	6;	Id property is not recognized when inserting a POCO;	2015-02-04T07:23:24Z;	2015-02-05T23:53:20Z;	2014-08-25T13:49:30Z;
mbdavid/LiteDB;	https://github.com/mbdavid/LiteDB;	C#;	8;	Inheritance/Relationships;	2015-02-10T19:41:04Z;	2015-02-10T23:20:10Z;	2014-08-25T13:49:30Z;
mbdavid/LiteDB;	https://github.com/mbdavid/LiteDB;	C#;	10;	Auto Incrementing Ids;	2015-03-06T16:39:51Z;	2015-03-28T16:52:10Z;	2014-08-25T13:49:30Z;
mbdavid/LiteDB;	https://github.com/mbdavid/LiteDB;	C#;	11;	Why is BJSONParameters.UseExtension hard coded to false?;	2015-03-17T09:51:28Z;	2015-03-17T12:15:42Z;	2014-08-25T13:49:30Z;
mbdavid/LiteDB;	https://github.com/mbdavid/LiteDB;	C#;	12;	ID field selection;	2015-03-18T21:27:00Z;	2015-03-28T16:51:22Z;	2014-08-25T13:49:30Z;
mbdavid/LiteDB;	https://github.com/mbdavid/LiteDB;	C#;	13;	LiteDB.CacheService.RemoveExtendPages throws 'System.InvalidOperationException: Collection was modified after the enumerator was instantiated.';	2015-03-18T21:46:57Z;	2015-03-19T00:38:56Z;	2014-08-25T13:49:30Z;
mbdavid/LiteDB;	https://github.com/mbdavid/LiteDB;	C#;	14;	IDs are required (but should they always be?);	2015-03-18T22:49:04Z;	2015-03-28T16:51:38Z;	2014-08-25T13:49:30Z;
gitextensions/gitextensions;	https://github.com/gitextensions/gitextensions;	C#;	1;	Default .gitignore excludes bebug directories instead of debug directories;	2009-05-06T13:35:30Z;	2009-08-02T16:10:35Z;	2008-12-06T09:18:59Z;
gitextensions/gitextensions;	https://github.com/gitextensions/gitextensions;	C#;	2;	Files types tagged as binary in .gitattributes are still displayed when selected in the file tree;	2009-05-06T13:44:03Z;	2010-12-13T17:45:42Z;	2008-12-06T09:18:59Z;
gitextensions/gitextensions;	https://github.com/gitextensions/gitextensions;	C#;	3;	Typo in Create Branch dialog: Chechout should be Checkout;	2009-05-06T13:47:06Z;	2009-08-02T16:13:17Z;	2008-12-06T09:18:59Z;
gitextensions/gitextensions;	https://github.com/gitextensions/gitextensions;	C#;	4;	Clicking on filename in Commit Dialog causes external diff program to launch;	2009-06-03T19:12:51Z;	2010-01-23T12:23:59Z;	2008-12-06T09:18:59Z;
gitextensions/gitextensions;	https://github.com/gitextensions/gitextensions;	C#;	5;	Renaming with gitextensions;	2009-06-08T20:51:59Z;	2010-02-06T22:59:23Z;	2008-12-06T09:18:59Z;
gitextensions/gitextensions;	https://github.com/gitextensions/gitextensions;	C#;	6;	Error when closing settings box;	2009-06-08T21:32:30Z;	2009-08-02T16:19:45Z;	2008-12-06T09:18:59Z;
gitextensions/gitextensions;	https://github.com/gitextensions/gitextensions;	C#;	7;	Visual Studio Toolbar does not save position;	2009-06-25T12:44:38Z;	2010-01-23T12:23:06Z;	2008-12-06T09:18:59Z;
gitextensions/gitextensions;	https://github.com/gitextensions/gitextensions;	C#;	8;	Window positions;	2009-07-06T12:35:52Z;	2009-11-14T22:30:18Z;	2008-12-06T09:18:59Z;
gitextensions/gitextensions;	https://github.com/gitextensions/gitextensions;	C#;	9;	Tools don't work unless a file from the solution is open.;	2009-07-25T12:54:30Z;	2010-02-06T22:41:16Z;	2008-12-06T09:18:59Z;
gitextensions/gitextensions;	https://github.com/gitextensions/gitextensions;	C#;	10;	Remote branch tracks ambiguous HEAD;	2009-09-02T01:21:06Z;	2010-10-10T21:56:29Z;	2008-12-06T09:18:59Z;
nopSolutions/nopCommerce;	https://github.com/nopSolutions/nopCommerce;	C#;	1;	Ability to assign catalog price per currency;	2016-01-13T10:04:42Z;	None;	2014-04-09T05:47:50Z;
nopSolutions/nopCommerce;	https://github.com/nopSolutions/nopCommerce;	C#;	2;	Auction support (available as plugin now);	2016-01-13T10:10:46Z;	None;	2014-04-09T05:47:50Z;
nopSolutions/nopCommerce;	https://github.com/nopSolutions/nopCommerce;	C#;	3;	Separate delivery addresses support;	2016-01-13T10:14:54Z;	None;	2014-04-09T05:47:50Z;
nopSolutions/nopCommerce;	https://github.com/nopSolutions/nopCommerce;	C#;	4;	Allow developers to REPLACE certain blocks of a page with their own widgets;	2016-01-13T10:19:49Z;	None;	2014-04-09T05:47:50Z;
nopSolutions/nopCommerce;	https://github.com/nopSolutions/nopCommerce;	C#;	5;	Multiple invoices per order (e.g. payments per installments);	2016-01-13T10:25:21Z;	None;	2014-04-09T05:47:50Z;
nopSolutions/nopCommerce;	https://github.com/nopSolutions/nopCommerce;	C#;	6;	Increased Blog functionality;	2016-01-13T10:27:57Z;	2017-10-28T13:49:39Z;	2014-04-09T05:47:50Z;
nopSolutions/nopCommerce;	https://github.com/nopSolutions/nopCommerce;	C#;	7;	Products. Add support for video (already available as plugin);	2016-01-13T10:31:12Z;	None;	2014-04-09T05:47:50Z;
nopSolutions/nopCommerce;	https://github.com/nopSolutions/nopCommerce;	C#;	8;	Automatically update order totals when editing an order (configurable);	2016-01-13T10:32:14Z;	2016-07-22T11:51:16Z;	2014-04-09T05:47:50Z;
nopSolutions/nopCommerce;	https://github.com/nopSolutions/nopCommerce;	C#;	9;	Product level shipping configuration (new plugin - shipping rate computation method);	2016-01-13T13:53:59Z;	2017-10-28T13:49:23Z;	2014-04-09T05:47:50Z;
nopSolutions/nopCommerce;	https://github.com/nopSolutions/nopCommerce;	C#;	10;	Add other new ways for reward points to be auto added (can be done as plugins using events);	2016-01-13T13:56:55Z;	2017-09-06T10:42:49Z;	2014-04-09T05:47:50Z;
jbogard/MediatR;	https://github.com/jbogard/MediatR;	C#;	1;	Add support for generic variance for post request handler.;	2014-05-31T05:48:10Z;	2014-06-02T19:44:00Z;	2014-03-03T15:01:22Z;
jbogard/MediatR;	https://github.com/jbogard/MediatR;	C#;	3;	Mediator's async methods obfuscate the source of an error;	2014-09-03T15:56:57Z;	2015-01-12T13:55:05Z;	2014-03-03T15:01:22Z;
jbogard/MediatR;	https://github.com/jbogard/MediatR;	C#;	4;	More documentation required.;	2014-09-17T16:07:28Z;	2014-11-03T15:56:25Z;	2014-03-03T15:01:22Z;
jbogard/MediatR;	https://github.com/jbogard/MediatR;	C#;	5;	Creating a second notification handler in MediatR.Examples;	2014-09-26T18:07:11Z;	2014-12-16T14:14:33Z;	2014-03-03T15:01:22Z;
jbogard/MediatR;	https://github.com/jbogard/MediatR;	C#;	7;	Return exception if something occurred;	2014-11-05T23:26:52Z;	2014-12-16T13:50:29Z;	2014-03-03T15:01:22Z;
jbogard/MediatR;	https://github.com/jbogard/MediatR;	C#;	8;	 ASP.NET MVC Example;	2014-11-13T00:32:22Z;	2015-02-03T17:37:26Z;	2014-03-03T15:01:22Z;
jbogard/MediatR;	https://github.com/jbogard/MediatR;	C#;	9;	Unity won't ResolveAll for 'unnamed' type registrations.;	2014-12-04T19:14:04Z;	2014-12-16T14:01:41Z;	2014-03-03T15:01:22Z;
jbogard/MediatR;	https://github.com/jbogard/MediatR;	C#;	11;	How do you control the order of multiple Pre/PostRequestHandlers?;	2014-12-19T14:01:21Z;	2015-01-12T13:53:29Z;	2014-03-03T15:01:22Z;
jbogard/MediatR;	https://github.com/jbogard/MediatR;	C#;	13;	Create a Logo!;	2015-01-06T04:38:05Z;	2015-02-27T01:38:50Z;	2014-03-03T15:01:22Z;
jbogard/MediatR;	https://github.com/jbogard/MediatR;	C#;	17;	Nancyfx and MediatR - Where to put the module logic;	2015-01-15T13:55:00Z;	2015-01-18T09:02:05Z;	2014-03-03T15:01:22Z;
ppy/osu;	https://github.com/ppy/osu;	C#;	1;	German translation for jizz.ppy.sh;	2015-07-09T19:08:23Z;	2015-10-19T10:40:04Z;	2014-07-31T04:26:30Z;
ppy/osu;	https://github.com/ppy/osu;	C#;	3;	no;	2015-08-29T22:08:08Z;	2015-08-29T22:11:19Z;	2014-07-31T04:26:30Z;
ppy/osu;	https://github.com/ppy/osu;	C#;	5;	Licence choice suggestion;	2015-10-19T09:34:03Z;	2016-05-20T06:47:35Z;	2014-07-31T04:26:30Z;
ppy/osu;	https://github.com/ppy/osu;	C#;	6;	It's not the full source code;	2016-08-27T10:12:44Z;	2016-08-27T10:15:07Z;	2014-07-31T04:26:30Z;
ppy/osu;	https://github.com/ppy/osu;	C#;	9;	Font fallback;	2016-08-27T15:20:51Z;	2016-08-27T15:32:27Z;	2014-07-31T04:26:30Z;
ppy/osu;	https://github.com/ppy/osu;	C#;	10;	Mac Window;	2016-08-27T22:56:59Z;	2016-08-28T01:46:48Z;	2014-07-31T04:26:30Z;
ppy/osu;	https://github.com/ppy/osu;	C#;	29;	Tutorial task: Key Counter;	2016-09-23T01:11:49Z;	2017-02-08T08:35:25Z;	2014-07-31T04:26:30Z;
ppy/osu;	https://github.com/ppy/osu;	C#;	51;	TestCaseGamefield triggering assert;	2016-10-07T14:19:14Z;	2016-11-29T08:03:53Z;	2014-07-31T04:26:30Z;
ppy/osu;	https://github.com/ppy/osu;	C#;	58;	Volume level seems non-uniform.;	2016-10-10T06:06:22Z;	2017-02-17T05:54:07Z;	2014-07-31T04:26:30Z;
ppy/osu;	https://github.com/ppy/osu;	C#;	64;	Toolbar button labels off-center;	2016-10-12T22:28:21Z;	2016-10-12T22:36:54Z;	2014-07-31T04:26:30Z;
Humanizr/Humanizer;	https://github.com/Humanizr/Humanizer;	C#;	2;	DateTime Humanize;	2013-08-15T11:00:45Z;	2014-01-24T19:52:42Z;	2012-05-03T12:01:45Z;
Humanizr/Humanizer;	https://github.com/Humanizr/Humanizer;	C#;	8;	'One year ago' or 'Last year';	2013-08-29T09:48:30Z;	2013-08-30T13:37:03Z;	2012-05-03T12:01:45Z;
Humanizr/Humanizer;	https://github.com/Humanizr/Humanizer;	C#;	15;	`ToWords` should be localised;	2013-08-30T13:54:22Z;	2014-04-11T14:14:52Z;	2012-05-03T12:01:45Z;
Humanizr/Humanizer;	https://github.com/Humanizr/Humanizer;	C#;	20;	Numbers to positions;	2013-09-10T06:17:05Z;	2013-10-16T12:50:10Z;	2012-05-03T12:01:45Z;
Humanizr/Humanizer;	https://github.com/Humanizr/Humanizer;	C#;	27;	Change to Portable Class Library;	2013-12-02T08:48:44Z;	2013-12-24T20:41:56Z;	2012-05-03T12:01:45Z;
Humanizr/Humanizer;	https://github.com/Humanizr/Humanizer;	C#;	29;	TimeSpan's should show the time breakdown;	2013-12-17T04:14:44Z;	2014-01-23T07:19:39Z;	2012-05-03T12:01:45Z;
Humanizr/Humanizer;	https://github.com/Humanizr/Humanizer;	C#;	30;	Broken markdown reference 'in the code' in readme;	2013-12-23T05:32:27Z;	2013-12-23T18:59:01Z;	2012-05-03T12:01:45Z;
Humanizr/Humanizer;	https://github.com/Humanizr/Humanizer;	C#;	31;	Should Title casing leave UPPERCASE words alone?;	2013-12-23T19:24:09Z;	2013-12-24T06:35:41Z;	2012-05-03T12:01:45Z;
Humanizr/Humanizer;	https://github.com/Humanizr/Humanizer;	C#;	32;	Add `ToQuantity` extension method;	2013-12-23T19:36:21Z;	2013-12-31T06:59:42Z;	2012-05-03T12:01:45Z;
Humanizr/Humanizer;	https://github.com/Humanizr/Humanizer;	C#;	38;	Should be able to call Singularize and Pluralize on singular and plural words respectively;	2013-12-30T12:30:20Z;	2014-01-01T06:08:53Z;	2012-05-03T12:01:45Z;
lambci/docker-lambda;	https://github.com/lambci/docker-lambda;	C#;	1;	Java support?;	2016-05-27T14:24:19Z;	2017-08-13T21:44:48Z;	2016-05-26T03:06:22Z;
lambci/docker-lambda;	https://github.com/lambci/docker-lambda;	C#;	2;	Example for compiling PhantomJS;	2016-05-27T16:50:42Z;	2016-05-27T16:54:12Z;	2016-05-26T03:06:22Z;
lambci/docker-lambda;	https://github.com/lambci/docker-lambda;	C#;	3;	Node.js 4.3.2 ;	2016-05-27T19:46:56Z;	2016-05-27T19:48:15Z;	2016-05-26T03:06:22Z;
lambci/docker-lambda;	https://github.com/lambci/docker-lambda;	C#;	4;	how to mount file credentials from host to container?;	2016-06-11T05:12:37Z;	2016-07-19T16:02:06Z;	2016-05-26T03:06:22Z;
lambci/docker-lambda;	https://github.com/lambci/docker-lambda;	C#;	6;	How to leverage caching?;	2016-06-14T21:51:08Z;	2016-06-14T22:32:16Z;	2016-05-26T03:06:22Z;
lambci/docker-lambda;	https://github.com/lambci/docker-lambda;	C#;	7;	Running hooked up to a local kinesis stream;	2016-07-05T16:20:57Z;	2017-01-30T18:36:33Z;	2016-05-26T03:06:22Z;
lambci/docker-lambda;	https://github.com/lambci/docker-lambda;	C#;	8;	CI: Invoking Lambda functions from docker image script;	2016-08-14T20:40:54Z;	2016-08-15T14:48:51Z;	2016-05-26T03:06:22Z;
lambci/docker-lambda;	https://github.com/lambci/docker-lambda;	C#;	9;	Java test runners is not complete;	2016-09-03T06:49:50Z;	2017-02-09T15:30:21Z;	2016-05-26T03:06:22Z;
lambci/docker-lambda;	https://github.com/lambci/docker-lambda;	C#;	10;	Can this run on a local machine?;	2016-09-21T07:32:47Z;	2016-09-21T13:13:55Z;	2016-05-26T03:06:22Z;
lambci/docker-lambda;	https://github.com/lambci/docker-lambda;	C#;	11;	Unable to use yum command in lambci/lambda-base;	2016-10-19T18:11:26Z;	2016-10-19T19:23:58Z;	2016-05-26T03:06:22Z;
dodyg/practical-aspnetcore;	https://github.com/dodyg/practical-aspnetcore;	C#;	1;	Implement your first middleware ;	2016-08-03T15:57:04Z;	2016-08-08T15:28:47Z;	2016-07-27T08:23:40Z;
dodyg/practical-aspnetcore;	https://github.com/dodyg/practical-aspnetcore;	C#;	2;	Explore IHostingEnvironment;	2016-08-03T15:57:53Z;	2016-09-20T21:20:44Z;	2016-07-27T08:23:40Z;
dodyg/practical-aspnetcore;	https://github.com/dodyg/practical-aspnetcore;	C#;	3;	Implement simple logging;	2016-08-03T15:58:10Z;	2016-08-08T15:29:10Z;	2016-07-27T08:23:40Z;
dodyg/practical-aspnetcore;	https://github.com/dodyg/practical-aspnetcore;	C#;	4;	Implement serve static files with logging;	2016-08-04T07:37:56Z;	None;	2016-07-27T08:23:40Z;
dodyg/practical-aspnetcore;	https://github.com/dodyg/practical-aspnetcore;	C#;	5;	make markdown-server-middleware ;	2016-08-05T16:26:17Z;	2016-08-08T15:28:31Z;	2016-07-27T08:23:40Z;
dodyg/practical-aspnetcore;	https://github.com/dodyg/practical-aspnetcore;	C#;	6;	Implement scheduler sample;	2016-08-09T11:38:44Z;	None;	2016-07-27T08:23:40Z;
dodyg/practical-aspnetcore;	https://github.com/dodyg/practical-aspnetcore;	C#;	7;	Implement a mini framework on top of aspnet;	2016-08-09T11:39:45Z;	None;	2016-07-27T08:23:40Z;
dodyg/practical-aspnetcore;	https://github.com/dodyg/practical-aspnetcore;	C#;	8;	Implement an image processor server with middleware;	2016-08-09T11:41:00Z;	None;	2016-07-27T08:23:40Z;
dodyg/practical-aspnetcore;	https://github.com/dodyg/practical-aspnetcore;	C#;	9;	hello world with config (json, xml, ini);	2016-08-09T11:47:26Z;	2017-03-29T09:35:43Z;	2016-07-27T08:23:40Z;
dodyg/practical-aspnetcore;	https://github.com/dodyg/practical-aspnetcore;	C#;	10;	Implement XML validator ;	2016-08-09T11:51:03Z;	None;	2016-07-27T08:23:40Z;
NLog/NLog;	https://github.com/NLog/NLog;	C#;	2;	CodePlex bug 2599 - TraceTarget blocks application when logging error events - Trace.Fail;	2012-09-19T23:16:53Z;	2012-09-19T23:26:36Z;	2012-09-12T13:49:29Z;
NLog/NLog;	https://github.com/NLog/NLog;	C#;	13;	Add an Enabled attribute to the logger rules;	2012-10-06T20:38:12Z;	2013-05-09T22:28:48Z;	2012-09-12T13:49:29Z;
NLog/NLog;	https://github.com/NLog/NLog;	C#;	14;	LogReceiverService broken - NullReferenceException - with fix;	2012-10-06T20:40:30Z;	2012-10-07T21:38:42Z;	2012-09-12T13:49:29Z;
NLog/NLog;	https://github.com/NLog/NLog;	C#;	15;	Archiving doesn't work with .NET CF;	2012-10-06T20:42:48Z;	2013-12-15T02:31:45Z;	2012-09-12T13:49:29Z;
NLog/NLog;	https://github.com/NLog/NLog;	C#;	16;	NLog 2 Beta 1 - Database Target - connectionString/dbProvider & connectionStringName/providerName;	2012-10-06T20:44:50Z;	2012-10-15T20:38:44Z;	2012-09-12T13:49:29Z;
NLog/NLog;	https://github.com/NLog/NLog;	C#;	17;	RichTextBoxTarget MaxLines property seems to be ignored;	2012-10-06T20:46:02Z;	2014-05-27T06:18:04Z;	2012-09-12T13:49:29Z;
NLog/NLog;	https://github.com/NLog/NLog;	C#;	18;	minLevel in 2.0 beta;	2012-10-06T20:47:12Z;	2012-10-15T20:34:22Z;	2012-09-12T13:49:29Z;
NLog/NLog;	https://github.com/NLog/NLog;	C#;	19;	Handle Leak with none existent TCP Receiver;	2012-10-06T20:48:10Z;	2013-04-10T20:02:03Z;	2012-09-12T13:49:29Z;
NLog/NLog;	https://github.com/NLog/NLog;	C#;	20;	The same NLog binary on Windows and Linux;	2012-10-06T20:49:10Z;	2012-10-15T21:04:47Z;	2012-09-12T13:49:29Z;
NLog/NLog;	https://github.com/NLog/NLog;	C#;	21;	NLog.Targets.LogReceiverWebServiceTarget needs custom binding;	2012-10-06T20:50:13Z;	2019-05-15T21:31:19Z;	2012-09-12T13:49:29Z;
ElectronNET/Electron.NET;	https://github.com/ElectronNET/Electron.NET;	C#;	2;	Electron-Packer hangs;	2017-10-17T22:09:43Z;	2017-10-18T21:06:28Z;	2017-10-03T12:30:29Z;
ElectronNET/Electron.NET;	https://github.com/ElectronNET/Electron.NET;	C#;	3;	DotnetCliTool installation;	2017-10-17T22:20:51Z;	2017-10-29T22:44:12Z;	2017-10-03T12:30:29Z;
ElectronNET/Electron.NET;	https://github.com/ElectronNET/Electron.NET;	C#;	4;	Blank WebApp fails to start;	2017-10-18T09:45:54Z;	2017-10-19T12:36:14Z;	2017-10-03T12:30:29Z;
ElectronNET/Electron.NET;	https://github.com/ElectronNET/Electron.NET;	C#;	5;	API docu missing;	2017-10-18T14:53:44Z;	2017-10-18T19:36:16Z;	2017-10-03T12:30:29Z;
ElectronNET/Electron.NET;	https://github.com/ElectronNET/Electron.NET;	C#;	6;	Build command: Better platform target support ;	2017-10-18T21:36:35Z;	2017-11-04T21:31:50Z;	2017-10-03T12:30:29Z;
ElectronNET/Electron.NET;	https://github.com/ElectronNET/Electron.NET;	C#;	7;	BuildAll: Make sure we can build all targets at once;	2017-10-18T22:11:39Z;	2017-10-24T20:36:56Z;	2017-10-03T12:30:29Z;
ElectronNET/Electron.NET;	https://github.com/ElectronNET/Electron.NET;	C#;	8;	Electron.WindowManager.CreateWindowAsync -> NullRef when debugging the ASP.NET core app;	2017-10-19T06:42:00Z;	2017-10-23T19:22:56Z;	2017-10-03T12:30:29Z;
ElectronNET/Electron.NET;	https://github.com/ElectronNET/Electron.NET;	C#;	9;	Appveyor Build status failing;	2017-10-19T12:35:34Z;	2017-10-24T20:38:42Z;	2017-10-03T12:30:29Z;
ElectronNET/Electron.NET;	https://github.com/ElectronNET/Electron.NET;	C#;	10;	Optimize 'electronize start' faster;	2017-10-19T15:46:30Z;	2017-11-07T20:59:02Z;	2017-10-03T12:30:29Z;
ElectronNET/Electron.NET;	https://github.com/ElectronNET/Electron.NET;	C#;	11;	Consolidate start & build command;	2017-10-19T19:33:43Z;	2017-11-04T22:17:20Z;	2017-10-03T12:30:29Z;
hbons/SparkleShare;	https://github.com/hbons/SparkleShare;	C#;	1;	Allow SparkleShare to use a Mercurial (hg) backend;	2010-10-04T17:24:31Z;	2011-05-20T01:03:55Z;	2010-10-02T15:53:38Z;
hbons/SparkleShare;	https://github.com/hbons/SparkleShare;	C#;	2;	beta isn't starting up properly in fedora13;	2010-10-05T17:07:45Z;	2010-10-05T17:54:14Z;	2010-10-02T15:53:38Z;
hbons/SparkleShare;	https://github.com/hbons/SparkleShare;	C#;	3;	procedure for hosting my own git repo;	2010-10-10T17:27:28Z;	2010-10-11T01:06:07Z;	2010-10-02T15:53:38Z;
hbons/SparkleShare;	https://github.com/hbons/SparkleShare;	C#;	6;	Uninformative error message;	2010-10-12T21:58:40Z;	2010-10-14T08:51:36Z;	2010-10-02T15:53:38Z;
hbons/SparkleShare;	https://github.com/hbons/SparkleShare;	C#;	7;	Allow SparkleShare to use a Subversion backend;	2010-10-15T21:31:07Z;	2011-02-03T14:57:17Z;	2010-10-02T15:53:38Z;
hbons/SparkleShare;	https://github.com/hbons/SparkleShare;	C#;	9;	Project is vapourware;	2010-10-22T14:42:54Z;	2010-10-22T21:44:29Z;	2010-10-02T15:53:38Z;
hbons/SparkleShare;	https://github.com/hbons/SparkleShare;	C#;	10;	SparkleIntro will not be shown;	2010-11-06T20:40:21Z;	2010-11-20T19:43:44Z;	2010-10-02T15:53:38Z;
hbons/SparkleShare;	https://github.com/hbons/SparkleShare;	C#;	11;	Sparkleshare creates Zombies;	2010-11-08T09:12:34Z;	2011-02-03T14:51:37Z;	2010-10-02T15:53:38Z;
hbons/SparkleShare;	https://github.com/hbons/SparkleShare;	C#;	12;	System.NullReferenceException because of non-existing username;	2010-11-15T09:14:32Z;	2010-11-19T23:27:16Z;	2010-10-02T15:53:38Z;
hbons/SparkleShare;	https://github.com/hbons/SparkleShare;	C#;	13;	Configureable Push Intervall;	2010-11-18T16:15:36Z;	2010-11-19T21:07:52Z;	2010-10-02T15:53:38Z;
dotnet/wpf;	https://github.com/dotnet/wpf;	C#;	1;	Use nameof(SRID.PropertyName) syntax instead of depending on GenerateResxSource.GenerateResourcesCodeAsConstants;	2018-11-02T03:37:38Z;	None;	2018-10-19T01:55:23Z;
dotnet/wpf;	https://github.com/dotnet/wpf;	C#;	3;	checkin system.xaml;	2018-11-12T20:07:09Z;	2018-11-12T20:12:15Z;	2018-10-19T01:55:23Z;
dotnet/wpf;	https://github.com/dotnet/wpf;	C#;	4;	_IsShipping should always be false;	2018-11-12T21:36:38Z;	2018-11-12T21:44:47Z;	2018-10-19T01:55:23Z;
dotnet/wpf;	https://github.com/dotnet/wpf;	C#;	6;	Update Version.Props with correct AssemblyVersion and VersionPrefix;	2018-11-12T21:43:31Z;	2018-11-12T21:51:12Z;	2018-10-19T01:55:23Z;
dotnet/wpf;	https://github.com/dotnet/wpf;	C#;	17;	Updating DRT projects to new project style;	2018-11-19T18:03:19Z;	2018-11-19T19:40:48Z;	2018-10-19T01:55:23Z;
dotnet/wpf;	https://github.com/dotnet/wpf;	C#;	18;	Ignore NU5125 in builds until SDK is updated;	2018-11-19T18:13:59Z;	2018-11-19T19:35:37Z;	2018-10-19T01:55:23Z;
dotnet/wpf;	https://github.com/dotnet/wpf;	C#;	25;	Error tracing from Uia;	2018-11-21T18:43:38Z;	2018-12-04T15:28:34Z;	2018-10-19T01:55:23Z;
dotnet/wpf;	https://github.com/dotnet/wpf;	C#;	37;	WPF Applications require crash with System.TypeLoadException when VC++ redistributables are not present;	2018-11-30T23:18:47Z;	2019-05-22T21:41:30Z;	2018-10-19T01:55:23Z;
dotnet/wpf;	https://github.com/dotnet/wpf;	C#;	38;	Attaching touch device on a non-touch machine fails to initialize PenIMC_cor3;	2018-11-30T23:24:01Z;	2020-04-15T18:35:50Z;	2018-10-19T01:55:23Z;
